Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone,
Visuality," $25,000+ ",5,$50 - $99,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/visuality,http://www.visuality.pl/,contact@visuality.pl,"
+48 22 307 1205 ",
Rapidsoft Technologies, Undisclosed,4.3,< $25,"""50 - 249""","Jackson Heights,",NY,https://clutch.co/profile/rapidsoft-technologies,http://www.rapidsofttechnologies.com/,sales@rapidsofttechnologies.com,"
+1 516.515.9871 ",
3Step," $5,000+ ",5,$25 - $49,"""2 - 9""","Krakw,",None,https://clutch.co/profile/3step,https://3step.pl/en/,hello@3step.pl,"
+48 737 45 82 83 ",
QuarkWorks," $25,000+ ",5,None,"""10 - 49""","San Francisco,",CA,https://clutch.co/profile/quarkworks,http://www.quarkworks.co,contact@quarkworks.co,"
 ",
Cartoon Mango," $5,000+ ",5,$50 - $99,"""10 - 49""","Bangalore,",None,https://clutch.co/profile/cartoon-mango,http://www.cartoonmango.com,inquiries@cartoonmango.com,"
+91 8861855291 ",
Hanno," $25,000+ ",5,$100 - $149,"""10 - 49""","London,",None,https://clutch.co/profile/hanno,https://hanno.co,hello@hanno.co,"
 ",
3P Development," $10,000+ ",5,$25 - $49,"""10 - 49""","Fort Lee,",NJ,https://clutch.co/profile/3p-development,http://www.3pdevelopment.com,verica@3pdevelopment.com,"
+1 (201) 565-3319 ",
Lunar Logic," $5,000+ ",4.8,$50 - $99,"""10 - 49""","Krakow,",None,https://clutch.co/profile/lunar-logic,http://www.lunarlogic.io,contact@lunarlogic.io,"
+48 12 430 22 88 ",
Moberp," $1,000+ ",5,< $25,"""10 - 49""","Kildare,",None,https://clutch.co/profile/moberp,http://moberp.com,vfedyanin@moberp.com,"
+35 37 6680 5569 ",
Brainbean Apps," $1,000+ ",4.9,$25 - $49,"""10 - 49""","Tallinn,",None,https://clutch.co/profile/brainbean-apps,https://brainbeanapps.com,sales@brainbeanapps.com,"
+372.880.70.88 ",
MindInventory," $5,000+ ",4.8,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/mindinventory-technologies,http://www.mindinventory.com,sales@mindinventory.com,"
+91.951.229.3490 ",
Troy Web Consulting," $25,000+ ",4.7,$100 - $149,"""10 - 49""","Troy,",NY,https://clutch.co/profile/troy-web-consulting,http://www.troyweb.com,sales@troyweb.com,"
518.326.3798 ",
Abto Software, Undisclosed,4.3,$25 - $49,"""250 - 999""","Lviv,",None,https://clutch.co/profile/abto-software,http://www.abtosoftware.com/,office@abtosoftware.com,"
+38.097.952.1622 ",
Optimumbrew Technology," $5,000+ ",5,< $25,"""10 - 49""",None,None,https://clutch.co/profile/optimumbrew-technology,http://optimumbrew.com/,info@optimumbrew.com,"
 ",
ITCube Solutions Pvt. Ltd.," $25,000+ ",4.8,$25 - $49,"""250 - 999""","Cincinnati,",OH,https://clutch.co/profile/itcube-solutions,http://www.itcube.net,inquiry@itcube.net,"
+1-800-558-8709 ",
Whalla Labs," $1,000+ ",4.7,$50 - $99,"""10 - 49""","Pozna,",None,https://clutch.co/profile/whalla-labs,http://whallalabs.com,sales@whallalabs.com,"
+48 607 127 551 ",
Launchpeer," $1,000+ ",4.8,$100 - $149,"""10 - 49""","Charleston,",SC,https://clutch.co/profile/launchpeer,https://www.launchpeer.com,hello@launchpeer.com,"
 ",
InVooDoo," $10,000+ ",5,$100 - $149,"""10 - 49""","Redwood City,",CA,https://clutch.co/profile/invoodoo,http://www.invoodoo.com,sales@invoodoo.com,"
16502858375 ",
iPhone Developer, Undisclosed,4.8,$100 - $149,"""50 - 249""","Chicago,",IL,https://clutch.co/profile/iphone-developer,http://www.i-phonedeveloper.com/,enquiry@i-phonedeveloper.com,"
708.539.9514 ",
iMOBDEV Technologies Pvt Ltd, Undisclosed,5,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/imobdev-technologies-1,http://www.imobdevtech.com,sales@imobdevtech.com,"
91.815.506.3838 ",
Scopic Software," $5,000+ ",5,$25 - $49,"""50 - 249""","Rutland ,",MA,https://clutch.co/profile/scopic-software,https://scopicsoftware.com,sales@scopicsoftware.com,"
(855) 717-5586 ",
Affirma Consulting," $5,000+ ",4.7,$100 - $149,"""50 - 249""","Bellevue,",WA,https://clutch.co/profile/affirma-consulting,http://www.affirmaconsulting.com/?ibp-adgroup=clutch,bizdev@affirmaconsulting.com,"
425.689.5273 ",
Cocomore AG, Undisclosed,4.3,$50 - $99,"""50 - 249""","Frankfurt am Main,",None,https://clutch.co/profile/cocomore-ag,http://www.cocomore.com/homepage,info@cocomore.com,"
+49(0)69 / 972.69.0 ",
QNIUM," $1,000+ ",5,$50 - $99,"""10 - 49""","Moscow,",None,https://clutch.co/profile/qnium,http://qnium.com,office@qnium.com,"
+7 495 988 07 64 ",
Crystalnix," $50,000+ ",4.8,$100 - $149,"""10 - 49""","Auckland,",None,https://clutch.co/profile/crystalnix,http://crystalnix.com,contact@crystalnix.com,"
+64226580112 ",
Infigic Digital Solutions, Undisclosed,4.5,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/infigic-digital-solutions,http://www.infigic.com,info@infigic.com,"
+919601915866 ",
Techno Infonet," $5,000+ ",5,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/techno-infonet,http://www.technoinfonet.com,sales@technoinfonet.com,"
+91.79.4030.7527 ",
Pop Art," $50,000+ ",4.8,$150 - $199,"""10 - 49""","Portland,",OR,https://clutch.co/profile/pop-art,https://www.pop-art.com/,hello@pop-art.com,"
503-242-4292 ",
Saypr," $5,000+ ",5,$50 - $99,"""10 - 49""","London,",None,https://clutch.co/profile/saypr,https://www.saypr.com,hello@saypr.com,"
 ",
ILLUMINZ," $25,000+ ",5,$25 - $49,"""10 - 49""","Mohali,",None,https://clutch.co/profile/illuminz,https://www.illuminz.com,business@illuminz.com,"
+919888586651 ",
Fifium ," $1,000+ ",5,$50 - $99,"""2 - 9""","Kbenhavn,",None,https://clutch.co/profile/fifium,http://www.fifium.com,contact@fifium.com,"
+4550898989 ",
Inomma, Undisclosed,5,$25 - $49,"""10 - 49""","Yerevan,",None,https://clutch.co/profile/inomma,http://inomma.com/,info@inomma.com,"
+37495333488 ",
MobileStudio," $5,000+ ",4,< $25,"""10 - 49""","Cairo,",None,https://clutch.co/profile/mobilestudio,http://mobilestudio.io,sales@mobilestudio.io,"
+20-10 911 999 59 ",
Giraffe Studio," $1,000+ ",5,< $25,"""2 - 9""","Krakw,",None,https://clutch.co/profile/giraffe-studio,http://giraffestudio.pl/,kontakt@giraffestudio.pl,"
 ",
Empire Elements," $25,000+ ",4.8,$150 - $199,"""10 - 49""",None,None,https://clutch.co/profile/empire-elements,http://www.empire-elements.co.uk/,info@empire-elements.co.uk,"
+44 1252 336423 ",
Quest Infosense," $5,000+ ",5,< $25,"""10 - 49""","Gandhinagar,",None,https://clutch.co/profile/quest-infosense,https://www.questinfosense.com/,biz@questinfosense.com,"
7878388709 ",
Lakeview Labs," $10,000+ ",5,$100 - $149,"""2 - 9""","Chicago,",IL,https://clutch.co/profile/lakeview-labs,https://lakeviewlabs.io,contact@lakeviewlabs.io,"
 ",
BusyMachines," $10,000+ ",4.3,$50 - $99,"""50 - 249""","Hilversum,",None,https://clutch.co/profile/busymachines,https://www.busymachines.com/,hello@busymachines.com,"
+31 617 021 657, +31 655 877 95 ",
Neuweg, Undisclosed,5,< $25,"""10 - 49""","Noida Ext.,",None,https://clutch.co/profile/neuweg,http://www.neuweg.co.in,info@neuweg.co.in,"
91.99713.40834 ",
Seven Winds Studio," $5,000+ ",4.7,< $25,"""10 - 49""","Novorossiysk,",None,https://clutch.co/profile/seven-winds-studio,http://www.7winds.mobi,info@7winds.mobi,"
+79891958284 ",
Trepcom Technologies ," $1,000+ ",5,$25 - $49,"""10 - 49""","Montevideo,",None,https://clutch.co/profile/trepcom-technologies,https://www.trepcom.com,info@trepcom.com,"
+59827080000 ",
DevCom," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/devcom,http://devcom.com,sales@devcom.com,"
+380 322 444077 ",
Appristine Technologies ," $10,000+ ",4.5,$25 - $49,"""10 - 49""","Pune,",None,https://clutch.co/profile/appristine-technologies,http://appristine.com,sidram@appristine.com,"
 ",
MedRec Technologies ," $5,000+ ",5,$25 - $49,"""50 - 249""","London,",None,https://clutch.co/profile/medrec-technologies,https://medrectechnologies.com,hello@medrectechnologies.com,"
+44-7466035003 ",
Perception System Pvt Ltd," $5,000+ ",4.4,< $25,"""50 - 249""","San Jose,",CA,https://clutch.co/profile/perception-system,http://www.perceptionsystem.com/,info@perceptionsystem.com,"
408.833.6470 ",
ClearSummit," $10,000+ ",5,$100 - $149,"""10 - 49""","Santa Monica,",CA,https://clutch.co/profile/clearsummit,http://clearsumm.it,contact@clearsumm.it,"
323-940-3353 ",
Olearis, Undisclosed,5,$25 - $49,"""10 - 49""","Kharkov,",None,https://clutch.co/profile/olearis,http://olearis.com,sales@olearis.com,"
 ",
blend," $100,000+ ",5,$150 - $199,"""10 - 49""","Los Angeles,",CA,https://clutch.co/profile/blend,http://weareblend.la/,alex@weareblend.la,"
323.845.9655 ",
Zignuts Technolab Pvt. Ltd.," $1,000+ ",5,< $25,"""10 - 49""","Berlin,",None,https://clutch.co/profile/zignuts-technolab,http://www.zignuts.com,biz@zignuts.com,"
+49 3056837888 ",
XeoDev," $10,000+  ",5,$50 - $99,"""2 - 9""","Orlando,",FL,https://clutch.co/profile/xeodev,https://www.xeodev.com/,partners@xeodev.com,"
(844) 884-9773 ",
Solar Digital," $10,000+ ",5,$25 - $49,"""10 - 49""","Odessa,",None,https://clutch.co/profile/solar-digital,https://solar-digital.com/,sales@solar-digital.com,"
+380934661696 ",
Parade, Undisclosed,4.8,$150 - $199,"""2 - 9""","San Francisco,",CA,https://clutch.co/profile/parade,http://www.parade-sf.com/,hello@parade-sf.com,"
415.636.8003 ",
Uniwebb Software," $25,000+ ",5,$100 - $149,"""10 - 49""","Elk Grove,",CA,https://clutch.co/profile/uniwebb-software,http://www.uniwebb.com,support@uniwebb.com,"
916-239.6037 ",
Modelate," $10,000+ ",5,$50 - $99,"""10 - 49""","Berlin,",None,https://clutch.co/profile/modelate,http://www.modelateapps.com/en,info@modelate.de,"
+4917670482133 ",
Brounie," $5,000+ ",5,$25 - $49,"""10 - 49""","Queretaro,",None,https://clutch.co/profile/brounie,https://brounie.com/,contacto@brounie.com,"
(52) 442 245 3151 ",
Fooyo," $25,000+ ",4.5,$100 - $149,"""2 - 9""","Singapore,",None,https://clutch.co/profile/fooyo,http://www.fooyo.sg,hi@fooyo.sg,"
(+65)84127233 ",
052b," $5,000+ ",5,$25 - $49,"""10 - 49""","Bydgoszcz,",None,https://clutch.co/profile/052b,http://www.052b.pl,newbusiness@052b.com,"
 ",
Dision," $10,000+ ",5,$50 - $99,"""2 - 9""","Walnut Creek,",CA,https://clutch.co/profile/dision,https://dision.co/,hello@dision.co,"
 ",
Somo," $10,000+ ",4.5,$150 - $199,"""50 - 249""","London,",None,https://clutch.co/profile/somo,http://www.somoglobal.com/,marketing@somoglobal.com,"
+44 20 3397 3550 ",
SevenStar Infotech," $5,000+ ",4.5,$25 - $49,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/sevenstar-infotech,http://www.sevenstarinfotech.com/,info@sevenstarinfotech.com,"
+91-9898090101, +919879195816 ",
Digital Dividend," $1,000+ ",4.8,$50 - $99,"""10 - 49""","Vsters,",None,https://clutch.co/profile/digital-dividend,http://www.digital-dividend.com/,talktous@digital-dividend.com,"
+46 (0)21 475 54 50 ",
Centogram," $10,000+ ",5,$100 - $149,"""2 - 9""","Cincinnati,",OH,https://clutch.co/profile/centogram,http://www.centogram.com,clutch@centogram.com,"
 ",
CSW Solutions Inc.," $10,000+ ",4.7,$100 - $149,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/csw-solutions,http://cswsolutions.com,info@cswsolutions.com,"
312-263-7704 ",
FewerClicks Software," $1,000+ ",5,< $25,"""10 - 49""",None,None,https://clutch.co/profile/fewerclicks-software,https://fewerclicks.in,hello@fewerclicks.in,"
 ",
Solidbrain, Undisclosed,4.9,None,"""50 - 249""","Krakw,",None,https://clutch.co/profile/solidbrain,https://solidbrain.com/?utm_source=clutch_co&utm_medium=visit_website&utm_campaign=permanent,hello@solidbrain.com,"
+48 12 30 70 332 ",
LITSLINK," $5,000+ ",4.7,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/litslink,https://litslink.com/,bdm@litslink.com,"
+38097 277 66 88 ",
Innvation Lab," $25,000+ ",5,$50 - $99,"""50 - 249""","Espoo,",None,https://clutch.co/profile/innvation-lab,https://innvationlab.com,team@innvationlab.com,"
 ",
Idea Theorem," $5,000+ ",4.9,$50 - $99,"""2 - 9""","Toronto,",None,https://clutch.co/profile/idea-theorem,https://www.ideatheorem.com/,hello@ideatheorem.com,"
416.795.3656 ",
Postindustria," $25,000+ ",5,$50 - $99,"""50 - 249""","Richmond,",None,https://clutch.co/profile/postindustria,https://postindustria.com/,konstantin.mirin@postindustria.com,"
 ",
Fidenz Technologies," $10,000+ ",4.5,$25 - $49,"""10 - 49""","Colombo,",None,https://clutch.co/profile/fidenz-technologies,http://www.fidenz.com,chim@fidenz.com,"
+94718707620 ",
EGO c.m.s.," $5,000+ ",4.7,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/ego-cms,https://ego-cms.com/?utm_source=clutch&utm_medium=profile,hello@ego-cms.com,"
+380 99 770 62 26 ",
Devx," $1,000+ ",5,$50 - $99,"""10 - 49""","Trinec,",None,https://clutch.co/profile/devx,https://devx.agency,david@devx.agency,"
00420603907263 ",
Flatstack," $25,000+ ",5,$25 - $49,"""50 - 249""","New Orleans,",LA,https://clutch.co/profile/flatstack,http://www.flatstack.com/,contact@flatstack.com,"
888.499.9352 ",
DarinX," $5,000+ ",5,$25 - $49,"""10 - 49""","Odessa,",None,https://clutch.co/profile/darinx,http://darinx.biz,sales@darinx.com,"
+380507392829 ",
Magespider Infoweb Pvt. Ltd.," $5,000+ ",4.3,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/magespider-infoweb,http://www.magespider.com/,info@magespider.com,"
(+91) 079 4003 6250 ",
Krify Software Technologies Pvt. Ltd.," $1,000+ ",4.8,< $25,"""50 - 249""","Chigwell,",None,https://clutch.co/profile/krify-software-technologies,https://krify.co/,sudha@krify.net,"
020-3006 2580 ",
Xoom Solutions, Undisclosed,5,$25 - $49,"""10 - 49""","Santa Clara,",CA,https://clutch.co/profile/xoom-solutions,http://www.xoomsolutions.com,info@xoomsolutions.com,"
408.332.4145 ",
Machinery," $10,000+ ",5,$25 - $49,"""2 - 9""","Zagreb,",None,https://clutch.co/profile/machinery,http://www.machinery.agency/,lora.plesko@machinery.agency,"
 ",
Studio Krew," $1,000+ ",4.5,$25 - $49,"""10 - 49""","New Delhi,",None,https://clutch.co/profile/studio-krew,https://www.studiokrew.com,hello@studiokrew.com,"
8826617711 ",
"Vizual Technologies, Inc."," $1,000+ ",5,$25 - $49,"""10 - 49""","Aventura,",FL,https://clutch.co/profile/vizual-technologies,https://vizualtech.com,info@vizualtech.com,"
1.305.767.2174 ",
200Apps, Undisclosed,5,$50 - $99,"""2 - 9""","Jerusalem,",None,https://clutch.co/profile/200apps,http://200apps.co,hi@200apps.co,"
+972 54 256 1787 ",
Appus Studio," $5,000+ ",4.9,$25 - $49,"""10 - 49""","Kharkiv,",None,https://clutch.co/profile/appus-studio,https://appus.software/,hello@appus.software,"
+1 (888) 31 27787 ",
Skycap," $5,000+ ",5,< $25,"""10 - 49""","Mohali,",None,https://clutch.co/profile/skycap,https://skycap.co.in/,contact@skycap.co.in,"
+91 9888346078 ",
Shrewdify Technologies ," $5,000+  ",5,$25 - $49,"""250 - 999""","Hyderabad,",None,https://clutch.co/profile/shrewdify-technologies,http://www.shrewdify.com,nitin.panuganti@shrewdify.com,"
+91(703)223-4441 ",
Steamclock Software," $50,000+ ",4.5,$200 - $300,"""10 - 49""","Vancouver,",None,https://clutch.co/profile/steamclock-software,http://www.steamclock.com/,contact@steamclock.com,"
778.383.6794 ",
Techversant," $5,000+ ",5,$25 - $49,"""50 - 249""","Infopark, Kakkanad, Cochin,",None,https://clutch.co/profile/techversant,http://www.techversantinfotech.com,abhilash.anandan@techversantinfotech.com,"
+91 484 4014 666 ",
I-Verve INC," $5,000+ ",5,$50 - $99,"""50 - 249""","New Jersey,",NJ,https://clutch.co/profile/i-verve,http://i-verve.com/,hello@i-verve.com,"
(404) 643-6023, (404) 641-9041 ",
Eden Agency, Undisclosed,4.7,$100 - $149,"""10 - 49""","Manse Lane,",None,https://clutch.co/profile/eden-agency,http://createdineden.com/,hiya@edenagency.co.uk,"
+44 14 2359 3010 ",
KnackForge Soft Solutions Pvt Ltd, Undisclosed,4.4,$25 - $49,"""10 - 49""","Chennai,",None,https://clutch.co/profile/knackforge-soft-solutions,http://knackforge.com/,support@knackforge.com,"
04460504450 ",
XAM," $10,000+ ",5,None,"""10 - 49""","Sydney,",None,https://clutch.co/profile/xam,http://xam-consulting.com/app-dev-gen?utm_source=clutchio&utm_medium=clutchio,drew@xam-consulting.com,"
0404 865 350 ",
Mayven," $25,000+ ",4.9,$100 - $149,"""10 - 49""","San Francisco,",CA,https://clutch.co/profile/mayven,https://mayvendev.com,nate@mayvendev.com,"
 ",
LANARS," $25,000+ ",5,$25 - $49,"""10 - 49""","Dnipro,",None,https://clutch.co/profile/lanars,http://www.lanars.com,hello@lanars.com,"
+1 415-871-0460 ",
A6 Digital," $5,000+ ",5,$25 - $49,"""10 - 49""","London,",None,https://clutch.co/profile/a6-digital,https://a6digital.com,hello@a6digital.com,"
+44 7400482759 ",
MEAT Agency," $10,000+ ",4.8,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/meat-agency,https://meat.agency/,hey@meat.agency,"
 ",
Goozix," $25,000+ ",5,$50 - $99,"""10 - 49""","Misk,",None,https://clutch.co/profile/goozix,https://goozix.com/,hello@goozix.com,"
 ",
Esferasoft Solutions Pvt Ltd," $1,000+ ",4.7,< $25,"""50 - 249""","Mohali,",None,https://clutch.co/profile/esferasoft-solutions,http://esferasoft.com,sales@esferasoft.com,"
+91172-4000503 ",
APPZORRO," $10,000+ ",5,$25 - $49,"""10 - 49""","mohali,",None,https://clutch.co/profile/appzorro,http://www.Appzorro.com,hello@appzorro.com,"
+911724693400 ",
FROGRIOT - digital studio," $5,000+ ",5,$50 - $99,"""10 - 49""",None,None,https://clutch.co/profile/frogriot-digital-studio,http://www.frogriot.com/en,nb@frogriot.com,"
+48 530 238 042 ",
Ahex Technologies Pvt. Ltd.," $5,000+ ",5,< $25,"""50 - 249""",None,None,https://clutch.co/profile/ahex-technologies,http://ahex.co/,sales@ahex.co.in,"
+91-8885564224 ",
Two55am Studio, Undisclosed,4.3,< $25,"""10 - 49""","Gurgaon,",None,https://clutch.co/profile/two55am-studio,http://www.two55am.com,info@two55am.com,"
91981822371 ",
Equator Technologies," $5,000+ ",4,< $25,"""50 - 249""","Coimbatore,",None,https://clutch.co/profile/equator-technologies,https://www.equatortek.com/,sales@equatortek.com,"
+91-8870787261 ",
Inovatica," $10,000+ ",None,$25 - $49,"""10 - 49""","San Diego,",CA,https://clutch.co/profile/inovatica,https://inovatica.com/,office@inovatica.com,"
+16615484000 ",
QuicSolv Solutions," $10,000+ ",4.8,< $25,"""50 - 249""","Pune,",None,https://clutch.co/profile/quicsolv-solutions,http://www.quicsolv.com/mobile-app-development/,sales@quicsolv.com,"
+91 989-066-0086 ",
JetRuby Agency LTD.," $5,000+ ",4.8,$25 - $49,"""50 - 249""","San Fransisco,",CA,https://clutch.co/profile/jetruby-agency,http://jetruby.com,opportunities@jetruby.com,"
 ",
VindiTek, Undisclosed,4.3,None,"""10 - 49""","Lviv,",None,https://clutch.co/profile/vinditek,https://www.vinditek.com/,contact@vinditek.com,"
 ",
Gorrion Software House," $1,000+ ",4.9,$25 - $49,"""10 - 49""","Gliwice,",None,https://clutch.co/profile/gorrion-software-house,https://gorrion.io/android-ios-development?utm_source=clutch&utm_medium=clutch&utm_campaign=android,hello@gorrion.io,"
+48 884 880 380 ",
Redwerk," $5,000+ ",4.3,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/redwerk,https://redwerk.com/,sales@redwerk.com,"
+1 (347) 329-1444 ",
iBlazing IT Services Pvt. Ltd.," $5,000+ ",5,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/iblazing-it-services,http://www.iblazing.com,nirmit@iblazing.com,"
+91 9825848318 ",
iDeus," $5,000+ ",5,< $25,"""50 - 249""","Kharkiv,",None,https://clutch.co/profile/ideus,https://ideus.biz,welcome@ideus.biz,"
 ",
SMD," $5,000+ ",4.5,$25 - $49,"""10 - 49""",",",None,https://clutch.co/profile/smd,https://smd.agency,contact@smd.agency,"
+7 916 096 79 23 ",
BrainCode," $10,000+ ",4.5,$50 - $99,"""10 - 49""","warsaw,",None,https://clutch.co/profile/braincode,http://www.braincode.xyz/,sales@braincode.xyz,"
+48 517 782 102 ",
Mobiuso," $50,000+ ",4.7,$25 - $49,"""10 - 49""","Mumbai,",None,https://clutch.co/profile/mobiuso,http://mobiuso.com/,sam@mobiuso.com,"
 ",
Dexlock," $5,000+ ",4.7,< $25,"""50 - 249""","Kochi ,",None,https://clutch.co/profile/dexlock,http://www.dexlock.com,business@dexlock.com,"
91.484.404.2222 ",
twentysix, Undisclosed,4.5,$150 - $199,"""50 - 249""","Leeds,",None,https://clutch.co/profile/twentysix,http://www.twentysixdigital.com/,newbusiness@twentysixdigital.com,"
+44 80 0320 2626 ",
