Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
Media Firenze," $10,000+ ",None,$150 - $199,2 - 9,"Firenze,",None,https://clutch.co/profile/media-firenze,http://www.mediafirenze.it/,info@mediafirenze.it,"
+39.(0)55.328.9910 "
The LOOMIS Agency," $10,000+ ",None,$100 - $149,50 - 249,"Dallas,",TX,https://clutch.co/profile/loomis-agency,https://theloomisagency.com/,loomisdigital@theloomisagency.com,"
972.331.7000 "
HL2," $5,000+ ",None,$100 - $149,50 - 249,"Chasseneuil-Du-Poitou,",None,https://clutch.co/profile/hl2,http://hl2.com/,,"
 "
Bandy Carroll Hellige," $5,000+ ",None,$100 - $149,50 - 249,"Louisville,",KY,https://clutch.co/profile/bandy-carroll-hellige,http://www.bch.com/,mcarroll@bch.com,"
+1.502.589.7711 "
Pulse Group," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/pulse-group,http://pulsegroup.com,jo.chappell@pulsegroup.com,"
+44.020.7288.8000 "
Forever Beta," $10,000+ ",None,$150 - $199,50 - 249,"London,",None,https://clutch.co/profile/forever,http://forever-beta.com/,ldn@forever-beta.com,"
+44.2073.998.668 "
KS&R," $5,000+ ",None,$100 - $149,50 - 249,"Syracuse,",NY,https://clutch.co/profile/ksr,http://www.ksrinc.com/,hq@ksrinc.com,"
315.470.1350 "
Hoffman York," $5,000+ ",None,$100 - $149,50 - 249,"Milwaukee,",WI,https://clutch.co/profile/hoffman-york,https://hoffmanyork.com/,milwaukee@hoffmanyork.com,"
+1.414.289.9700 "
RPM Advertising," $10,000+ ",None,$100 - $149,50 - 249,"Chicago,",IL,https://clutch.co/profile/rpm-advertising,http://rpmadv.com/,info@rpmadv.com,"
312.455.8600 "
Metron Branding," $5,000+ ",None,$100 - $149,2 - 9,"Royal Oak,",MI,https://clutch.co/profile/metron-branding,https://www.metronbranding.com/,info@metronbranding.com,"
+1.248.545.4444 "
//secondfloor," $5,000+ ",None,$100 - $149,10 - 49,"Brussels,",None,https://clutch.co/profile/secondfloor,https://www.secondfloor.be/,info@secondfloor.be,"
+32 0 2.340.8600 "
Pacific Outdoor Advertising," $10,000+ ",None,$150 - $199,10 - 49,"Portland,",OR,https://clutch.co/profile/pacific-outdoor-advertising,http://www.pacificoutdooradvertising.com/,info@pacificoutdooradvertising.com,"
503.232.3111 "
Publicare Marketing Communications," $5,000+ ",None,$25 - $49,10 - 49,"Frankfurt am Main,",None,https://clutch.co/profile/publicare-marketing-communications,https://publicare.us/en/,info@publicare.de,"
+49.0.6960.5009.0 "
Agency|51 Advertising," $10,000+ ",None,$100 - $149,10 - 49,"Santa Ana,",CA,https://clutch.co/profile/agency51-advertising,http://www.adagency51.com,info@adagency51.com,"
877.526.0411 "
Brand Definition," $10,000+ ",None,$100 - $149,10 - 49,"New York,",NY,https://clutch.co/profile/brand-definition,http://brand-definition.com/,info@brand-definition.com,"
212.660.2555 "
Buzz Interaction," $5,000+ ",None,$100 - $149,10 - 49,"Istanbul,",None,https://clutch.co/profile/buzz-interaction,http://www.buzzinteraction.com/,info@buzzinteraction.com,"
+90.212.243.8040 "
SnapWeb Services, Undisclosed,None,None,10 - 49,"Houston,",TX,https://clutch.co/profile/snapweb-services,http://www.snapwebservices.com,contact@snapwebservices.com,"
 "
Redstone Advertising," $5,000+ ",None,$100 - $149,10 - 49,"Omaha,",NE,https://clutch.co/profile/redstone-advertising,https://www.redstoneweb.com/,hello@redstoneweb.com,"
 "
Momentum Marketing," $5,000+ ",None,$100 - $149,10 - 49,"Charleston,",SC,https://clutch.co/profile/momentum-marketing,http://momentumresults.com/,info@momentumresults.com,"
843.377.8450 "
Lime Advertising UK," $10,000+ ",None,$150 - $199,10 - 49,"Berkshire,",None,https://clutch.co/profile/lime-advertising-uk,http://atwistoflime.co.uk/,us@atwistoflime.co.uk,"
+44 0175.3314.400 "
Executive Group," $10,000+ ",None,$150 - $199,50 - 249,"Belgrade,",None,https://clutch.co/profile/executive-group,http://www.eg.rs/home.php,info@eg.rs,"
+381.113.284.488 "
Adverlabs," $1,000+ ",None,$25 - $49,50 - 249,"New Delhi,",None,https://clutch.co/profile/adverlabs,http://adverlabs.com,info@adverlabs.com,"
9990388893 "
BEATFRAMES ," $5,000+ ",None,$100 - $149,2 - 9,"Vienna,",None,https://clutch.co/profile/beatframes,https://www.beatframes.at/,,"
 "
Melt Sports & Entertainment," $10,000+ ",None,$150 - $199,50 - 249,"Atlanta,",GA,https://clutch.co/profile/melt-sports-entertainment,http://meltatl.com/,info@meltatl.com,"
404.812.1957 "
Sky Advertising," $10,000+ ",None,$150 - $199,50 - 249,"New York,",NY,https://clutch.co/profile/sky-advertising,http://www.skyad.com/,info@skyad.com,"
212.677.2500 "
Dittborn & Unzueta," $5,000+ ",None,$25 - $49,50 - 249,"Las Condes,",None,https://clutch.co/profile/dittborn-unzueta,http://www.dyu.cl,contacto@dyu.cl,"
622.338.9500 "
Lavender," $10,000+ ",None,$150 - $199,50 - 249,"Sydney ,",None,https://clutch.co/profile/lavender,https://www.lavender.ad/,info@lavender.ad,"
+61.2.8224.3111 "
Victory," $5,000+ ",None,$100 - $149,2 - 9,"Columbus,",OH,https://clutch.co/profile/victory,http://www.victoryinc.biz,info@victoryinc.biz,"
614.764.8975 "
Blue Chip Marketing," $10,000+ ",None,$150 - $199,50 - 249,"Fitzrovia,",None,https://clutch.co/profile/blue-chip-marketing,http://www.wearebluechip.co.uk/,ldn@wearebluechip.co.uk,"
0207.998.0110 "
The Fresh Group," $10,000+ ",None,$150 - $199,50 - 249,"Cheadle,",None,https://clutch.co/profile/fresh-group,http://whereamazingthingshappen.co.uk/,hello@freshemail.co.uk,"
+44 (0)161.495.4300 "
Core Creative," $5,000+ ",None,$100 - $149,50 - 249,"Milwaukee,",WI,https://clutch.co/profile/core-creative,https://www.corecreative.com/,info@corecreative.com,"
+1.414.291.0912 "
Miller Advertising," $5,000+ ",None,$50 - $99,50 - 249,"New York,",NY,https://clutch.co/profile/miller-advertising,http://www.milleraa.com/,info@milleraa.com,"
+1.212.929.2200 "
Buffalo Advertising Management," $5,000+ ",None,$100 - $149,2 - 9,"Buffalo,",NY,https://clutch.co/profile/buffalo-advertising-management,http://buffaloadvertising.com/,bob@buffaloadvertising.com,"
716.847.8000 "
SMRS Ltd," $10,000+ ",None,$150 - $199,50 - 249,"Manchester ,",None,https://clutch.co/profile/smrs,http://smrs.co.uk/,info@smrs.co.uk,"
+44.0161.200.1444 "
Gruppo Roncaglia," $1,000+ ",None,$25 - $49,50 - 249,"Rome,",None,https://clutch.co/profile/gruppo-roncaglia,http://www.grupporoncaglia.it,info@grupporoncaglia.it,"
+39.06.660.4811 "
brand unit berlin," $10,000+ ",None,$100 - $149,2 - 9,"Berlin,",None,https://clutch.co/profile/brand-unit-berlin,https://www.brandunitberlin.de/,hello@brandunitberlin.de,"
+49.030.577.011.836 "
Lungfish Communications," $5,000+ ",None,$100 - $149,2 - 9,"Needham,",MA,https://clutch.co/profile/lungfish-communications,http://www.lungfishcommunications.com/,evan@lungfishcommunications.com,"
+1.617.699.1379 "
McKee Wallwork + Co," $5,000+ ",None,$100 - $149,2 - 9,"Albuquerque,",NM,https://clutch.co/profile/mckee-wallwork-co,http://www.mckeewallwork.com/,info@mwcmail.com,"
+1.505.821.2999 "
Creative Market," $5,000+ ",None,$100 - $149,10 - 49,"Bucharest,",None,https://clutch.co/profile/creative-market,http://creativemarket.ro/,hello@creativemarket.ro,"
 "
FCB NEUWIEN," $5,000+ ",None,$100 - $149,10 - 49,"Vienna,",None,https://clutch.co/profile/fcb-neuwien,https://www.fcb.com/,vienna@fcb.com,"
+43.1.379110 "
Paramore Digital," $10,000+ ",None,$150 - $199,10 - 49,"Nashville,",TN,https://clutch.co/profile/paramore-digital,http://paramoredigital.com/,thepinkboa@paramoredigital.com,"
615.386.9012 "
MDG Advertising," $5,000+ ",None,$100 - $149,10 - 49,"Boca Raton, ,",FL,https://clutch.co/profile/mdg-advertising,https://www.mdgadvertising.com/,mdgny@mdgadvertising.com,"
+1.561.338.7797 "
Engage Interactive," $10,000+ ",None,$150 - $199,10 - 49,"Leeds,",None,https://clutch.co/profile/engage-interactive,https://engageinteractive.co.uk,,"
0113.457.4090 "
Parallax," $10,000+ ",None,$150 - $199,10 - 49,"Leeds,",None,https://clutch.co/profile/parallax,https://parall.ax/,info@parall.ax,"
113.322.6477 "
Advansys," $10,000+ ",None,$150 - $199,10 - 49,"Wokingham ,",None,https://clutch.co/profile/advansys,https://www.advansys.com/,sales@advansys.com,"
0845.838.2700 "
Greenfield Belser," $10,000+ ",None,$100 - $149,10 - 49,"Washington,",DC,https://clutch.co/profile/greenfield-belser,https://greenfieldbelser.com/,monica.watson@finnpartners.com,"
202.667.0901 "
Verto," $10,000+ ",None,$150 - $199,10 - 49,"Kettering,",None,https://clutch.co/profile/verto,https://www.vertouk.com/,social@vertouk.com,"
015.3641.1153 "
Lielens," $10,000+ ",None,$100 - $149,50 - 249,None,None,https://clutch.co/profile/lielens,https://www.lielens.be/fr/node/76,info@lielens.be,"
+32.02.240.4040 "
Laboratory Group," $5,000+ ",None,$100 - $149,50 - 249,"Budapest,",None,https://clutch.co/profile/laboratory-group,http://www.laboratorygroup.com/,laboratory@laboratorygroup.com,"
+36.70.639.6393 "
Seagull Advertising," $5,000+ ",None,$50 - $99,50 - 249,"Exch. Baner Road, Pune,",None,https://clutch.co/profile/seagull-advertising,http://www.seagulladvertising.com,adri@seagulladvertising.org,"
202.729.2502 "
Lunave Digital," $5,000+ ",None,$25 - $49,50 - 249,"Mxico, Distrito Federal ,",None,https://clutch.co/profile/lunave-digital,http://www.lunave.com/,contacto@lunave.com,"
55.52.50.65.52 "
Ankit Advertising Pvt. Ltd.," $5,000+ ",None,$50 - $99,50 - 249,"Lower Parel, Mumbai ,",None,https://clutch.co/profile/ankit-advertising,https://ankitadv.com,iftikhar@ankitadv.com,"
226.156.1333 "
Collateral," $5,000+ ",None,$50 - $99,50 - 249,"Chakala, Andheri East, Mumbai,",None,https://clutch.co/profile/collateral,http://www.collateral.co.in/,reachus@collateral.co.in,"
226.534.1287 "
Alaaddin," $10,000+ ",None,$100 - $149,50 - 249,"Istanbul,",None,https://clutch.co/profile/alaaddin,http://www.alaaddin-tr.com,info@alaaddin-tr.com,"
+90.212.285.2190 "
Rafineri," $5,000+ ",None,$100 - $149,50 - 249,"Kutepe Mahallesi,",None,https://clutch.co/profile/rafineri,http://www.rafineri.net/,reply@rafineri.net,"
+90.212.334.66.00 "
Darwin Social Noise," $10,000+ ",None,$150 - $199,50 - 249,"Madrid ,",None,https://clutch.co/profile/darwin-social-noise,http://www.darwinsocialnoise.com,info@darwinsocialnoise.com,"
34.913.605.990 "
DOT Communications," $10,000+ ",None,$100 - $149,2 - 9," Washington,",DC,https://clutch.co/profile/dot-communications,http://dotcommunications.net/home.html,dot@dotcommunications.biz,"
202.529.1877 "
Media Universal Services Ltd," $10,000+ ",None,$150 - $199,2 - 9,"Hampton,",None,https://clutch.co/profile/media-universal-services,http://mediauniversal.co.uk/,info@mediauniversal.co.uk,"
+44.20.8487.3847 "
DMS," $10,000+ ",None,$150 - $199,50 - 249,"Cheltenham,",None,https://clutch.co/profile/dms,https://www.dmsagency.co.uk/,hello@dmsagency.co.uk,"
+44.(0)1242.584.175 "
AVB Group," $10,000+ ",None,$150 - $199,50 - 249,"Belfast,",None,https://clutch.co/profile/avb-group,https://avbrowne.com/,info@avb-group.com,"
+44.028.9032.0663 "
The IPY Agency," $10,000+ ",None,$100 - $149,2 - 9,"Atlanta,",GA,https://clutch.co/profile/ipy-agency,http://www.theipyagency.com,Adrienne@theipyagency.com,"
+1.443.621.9506 "
The Himalayan ROI," $5,000+ ",None,$25 - $49,50 - 249,"Chandigarh,",None,https://clutch.co/profile/himalayan-roi,http://www.thehimalayanroi.com,sachin@thehimalayanroi.com,"
 "
Communicatto," $1,000+ ",None,$25 - $49,2 - 9,"Calgary,",None,https://clutch.co/profile/communicatto,https://www.communicatto.com/,,"
403.215.7504 "
Threebrand," $10,000+ ",None,$150 - $199,10 - 49,"Edinburgh,",None,https://clutch.co/profile/threebrand,http://www.threebrand.com/,lisaaddie@threebrand.com,"
+44 0131.4542.030 "
EnviroMedia Inc.," $10,000+ ",None,$150 - $199,10 - 49,"Austin,",TX,https://clutch.co/profile/enviromedia,https://enviromedia.com/,info@enviromedia.com,"
512.476.4368 "
Creative Sponge," $10,000+ ",None,$150 - $199,10 - 49,"Norwich,",None,https://clutch.co/profile/creative-sponge,https://www.creativesponge.co.uk,hello@creativesponge.co.uk,"
160.362.2766 "
RocketMill," $10,000+ ",None,$150 - $199,10 - 49,"Brighton,",None,https://clutch.co/profile/rocketmill,https://www.rocketmill.co.uk/,info@rocketmill.co.uk,"
01273.258.085 "
SO Marketing," $10,000+ ",None,$150 - $199,10 - 49,"Leek,",None,https://clutch.co/profile/so-marketing,https://www.somarketing.com/,hello@somarketing.com,"
01538.750.538 "
Ignite Hospitality," $10,000+ ",None,$150 - $199,10 - 49,"London,",None,https://clutch.co/profile/ignite-hospitality,http://www.ignitehospitality.com/,hello@ignitehospitality.com,"
020.7697.0151 "
Verb Brands," $10,000+ ",None,$150 - $199,10 - 49,"London,",None,https://clutch.co/profile/verb-brands,http://verbbrands.com/,hello@verbbrands.com,"
020.8977.2994 "
Cherryduck," $10,000+ ",None,$150 - $199,10 - 49,"London,",None,https://clutch.co/profile/cherryduck,https://cherryduck.com/,hello@cherryduck.com,"
02074805057 "
Mopatech," $1,000+ ",None,$25 - $49,2 - 9,"Riga,",None,https://clutch.co/profile/mopatech,http://mopatech.com/,info@mopatech.com,"
+371.29.667.440 "
seo4you," $1,000+ ",None,$25 - $49,2 - 9,"Vienna,",None,https://clutch.co/profile/seo4you,http://www.seo4you.at/,office@seo4you.at,"
+43.676.888.098.825 "
"Deck 7, Inc"," $1,000+ ",None,$25 - $49,50 - 249,"san diego,",CA,https://clutch.co/profile/deck-7,http://deck7.io,info@deck7.io,"
+1.617.517.3090 "
ClickLike," $1,000+ ",None,$25 - $49,2 - 9,"Riga,",None,https://clutch.co/profile/clicklike,http://www.clicklikes.lv,andris@clicklikes.lv,"
+371.20.370.996 "
Steel Branding," $10,000+ ",None,$150 - $199,50 - 249,"Austin,",TX,https://clutch.co/profile/steel-branding,http://www.steelbranding.com/,ideas@steelbranding.com,"
800.681.8809 "
Uproar! ," $10,000+ ",None,$150 - $199,50 - 249,"Dallas,",TX,https://clutch.co/profile/uproar,http://www.uproar.us.com/,kim.merrill@uproar.us.com,"
 "
Gravity Partners," $25,000+ ",None,$100 - $149,50 - 249,"Toronto,",None,https://clutch.co/profile/gravity-partners,http://www.gravityltd.com/,contact@gravityltd.com,"
 "
Seiden," $10,000+ ",None,$150 - $199,50 - 249,"New York,",NY,https://clutch.co/profile/seiden,http://www.seidenadvertising.com/,mseiden@seidenadvertising.com,"
212.223.8700 "
Epigram Advertising," $5,000+ ",None,$50 - $99,50 - 249,"Santacruz (West), Mumbai,",None,https://clutch.co/profile/epigram-advertising,http://epigramonline.com/,info@epigramonline.com,"
222.605.7173 "
Prospect," $10,000+ ",None,$100 - $149,50 - 249,"Portland,",OR,https://clutch.co/profile/prospect,http://www.prospectpdx.com/,info@prospectpdx.com,"
503.227.5181 "
Hype Well Media," $10,000+ ",None,$300+,50 - 249,"Santa Ana,",CA,https://clutch.co/profile/hype-well-media,http://hypewellmedia.com,hello@hypewell.com,"
(800) 275-0182 "
